id_epeigontos,amka_nosileythi,symptomata,epipedo_epeigontos,xronos_afixis,seira_proteraiotitas,amka,apotelesma_dialogis
276,21097362760,Οξύ κοιλιακό άλγος,3,2024-07-04 11:05:11,10,02056408999,Νοσηλεία
277,09108380383,Πόνος στο στήθος,4,2024-07-05 15:34:25,13,20057232485,Νοσηλεία
278,30036670971,Έντονη Κεφαλαλγία,5,2024-07-08 17:41:57,6,23055868978,Νοσηλεία
279,10075502624,Υψηλός Πυρετός,4,2024-07-10 00:15:32,9,20129813159,Νοσηλεία
280,10020164240,Τραύμα από πτώση,5,2024-07-12 03:34:33,3,12045364041,Νοσηλεία
281,14024772624,Οξύ κοιλιακό άλγος,3,2024-07-14 01:37:08,10,23028814627,Νοσηλεία
282,31059967089,Σπασμοί,4,2024-07-14 11:12:21,12,10127699608,Νοσηλεία
283,08116625064,Οξύ κοιλιακό άλγος,4,2024-07-15 19:19:43,12,22070852133,Νοσηλεία
284,18116361055,Σπασμοί,5,2024-07-17 04:03:56,2,30129389723,Νοσηλεία
285,23047006324,Ζάλη / Λιποθυμία,3,2024-07-20 07:13:47,2,29048725629,Νοσηλεία
286,04055851549,Αιμορραγία,5,2024-07-20 14:24:52,7,24028052131,Νοσηλεία
287,09108380383,Πόνος στο στήθος,4,2024-07-22 21:26:03,1,26088900975,Νοσηλεία
288,27095254287,Έντονη Κεφαλαλγία,4,2024-07-23 23:24:36,7,03014619314,Νοσηλεία
289,20127445848,Οξύ κοιλιακό άλγος,5,2024-07-27 19:25:01,13,04044756842,Αποχώρηση
290,30098633681,Δύσπνοια,4,2024-07-31 01:47:36,7,,Νοσηλεία
291,04036081497,Αλλεργικό σοκ,2,2024-08-05 09:20:07,12,30098579446,Νοσηλεία
292,18089036672,Πόνος στο στήθος,3,2024-08-06 18:21:36,15,25104926265,Νοσηλεία
293,18034735784,Πόνος στο στήθος,4,2024-08-08 15:22:15,4,20057771483,Νοσηλεία
294,08030366981,Αιμορραγία,3,2024-08-09 04:26:11,4,25124524763,Νοσηλεία
295,13016967253,Αλλεργικό σοκ,1,2024-08-10 02:06:14,13,14116282450,Νοσηλεία
296,25025008486,Σπασμοί,2,2024-08-10 14:56:45,15,07094810040,Νοσηλεία
297,23044911468,Αλλεργικό σοκ,3,2024-08-11 21:13:22,11,14055158747,Νοσηλεία
298,04055851549,Οξύ κοιλιακό άλγος,5,2024-08-12 10:07:06,11,03087449368,Νοσηλεία
299,14065239800,Αλλεργικό σοκ,4,2024-08-14 12:18:42,4,13076696064,Αποχώρηση
300,08060402239,Οξύ κοιλιακό άλγος,2,2024-08-15 10:10:42,9,24116938524,Αποχώρηση
301,20064648483,Οξύ κοιλιακό άλγος,4,2024-08-21 02:51:04,2,,Νοσηλεία
302,30124824747,Αιμορραγία,4,2024-08-23 18:04:27,5,,Αποχώρηση
303,18116361055,Τραύμα από πτώση,3,2024-08-24 13:38:29,6,30069682579,Αποχώρηση
304,18089036672,Πόνος στο στήθος,2,2024-08-24 19:25:41,8,12045364041,Νοσηλεία
305,07099742268,Ζάλη / Λιποθυμία,1,2024-08-25 13:44:18,10,27087797722,Νοσηλεία
306,19090547719,Έντονη Κεφαλαλγία,2,2024-08-29 14:46:38,13,13034773606,Νοσηλεία
307,01099900174,Υψηλός Πυρετός,3,2024-08-30 04:38:30,4,06116602025,Αποχώρηση
308,18034735784,Έντονη Κεφαλαλγία,3,2024-08-30 16:12:42,3,,Νοσηλεία
309,18090352790,Υψηλός Πυρετός,3,2024-09-01 19:27:44,13,26050897250,Νοσηλεία
310,30065441369,Υψηλός Πυρετός,3,2024-09-04 19:21:51,9,30088959779,Αποχώρηση
311,20127445848,Τραύμα από πτώση,4,2024-09-04 20:39:45,9,20037111704,Νοσηλεία
312,04100267628,Πόνος στο στήθος,5,2024-09-05 09:51:27,7,08118005072,Νοσηλεία
313,29109729650,Ζάλη / Λιποθυμία,4,2024-09-08 20:02:15,7,27087797722,Νοσηλεία
314,06059082649,Σπασμοί,3,2024-09-14 07:59:05,15,03085815082,Νοσηλεία
315,09086435726,Πόνος στο στήθος,4,2024-09-16 07:44:08,11,27114223727,Αποχώρηση
316,08060402239,Ζάλη / Λιποθυμία,3,2024-09-18 17:36:25,8,05098106243,Νοσηλεία
317,23077920071,Δύσπνοια,2,2024-09-18 23:30:56,12,22056004139,Νοσηλεία
318,04067370997,Έντονη Κεφαλαλγία,3,2024-09-21 17:20:45,6,16099945058,Νοσηλεία
319,19049857094,Ζάλη / Λιποθυμία,4,2024-09-24 02:43:05,3,21088351440,Νοσηλεία
320,12117536456,Ζάλη / Λιποθυμία,2,2024-09-24 11:31:21,11,20037111704,Νοσηλεία
321,10020164240,Σπασμοί,3,2024-09-24 16:25:23,12,08118005072,Αποχώρηση
322,03066870116,Έντονη Κεφαλαλγία,5,2024-09-25 15:56:27,10,28085673440,Αποχώρηση
323,13115225497,Πόνος στο στήθος,4,2024-09-29 11:43:05,5,19117605737,Αποχώρηση
324,30098633681,Αλλεργικό σοκ,2,2024-09-29 13:49:13,15,10088308059,Νοσηλεία
325,08097071851,Αλλεργικό σοκ,3,2024-10-01 13:06:56,13,09025524525,Αποχώρηση
326,10075502624,Αλλεργικό σοκ,5,2024-10-03 10:27:22,5,10049749838,Νοσηλεία
327,10046167641,Έντονη Κεφαλαλγία,4,2024-10-05 12:21:18,7,18066087869,Νοσηλεία
328,14024772624,Έντονη Κεφαλαλγία,5,2024-10-06 14:10:03,7,31108619515,Νοσηλεία
329,18129976622,Τραύμα από πτώση,5,2024-10-07 02:37:55,8,23035977126,Νοσηλεία
330,27064113080,Τραύμα από πτώση,3,2024-10-07 04:03:06,11,06024508252,Νοσηλεία
331,08100685776,Αιμορραγία,3,2024-10-08 12:43:52,1,18068612601,Νοσηλεία
332,01066563942,Πόνος στο στήθος,5,2024-10-09 04:11:00,13,29049156103,Νοσηλεία
333,11105412405,Υψηλός Πυρετός,4,2024-10-12 00:38:27,5,25114766832,Νοσηλεία
334,17114480812,Υψηλός Πυρετός,4,2024-10-14 13:05:50,8,20049280002,Νοσηλεία
335,03038005759,Αλλεργικό σοκ,5,2024-10-15 11:16:19,5,05076151023,Νοσηλεία
336,12107958361,Έντονη Κεφαλαλγία,5,2024-10-16 01:45:50,3,22065247880,Νοσηλεία
337,07037211841,Πόνος στο στήθος,4,2024-10-23 19:07:20,2,27100139422,Νοσηλεία
338,14024772624,Έντονη Κεφαλαλγία,4,2024-10-24 05:40:24,9,26118866522,Νοσηλεία
339,02127422971,Οξύ κοιλιακό άλγος,3,2024-10-26 11:52:58,15,30088959779,Νοσηλεία
340,03089959438,Υψηλός Πυρετός,4,2024-10-27 17:44:32,12,20049280002,Νοσηλεία
341,29078137155,Τραύμα από πτώση,2,2024-10-31 05:18:22,8,17024116047,Νοσηλεία
342,01066563942,Έντονη Κεφαλαλγία,2,2024-11-02 15:15:32,6,11036301026,Αποχώρηση
343,04067370997,Έντονη Κεφαλαλγία,2,2024-11-03 05:24:46,8,23055868978,Νοσηλεία
344,30098633681,Αιμορραγία,3,2024-11-04 20:09:57,5,19030348414,Αποχώρηση
345,16038065208,Πόνος στο στήθος,5,2024-11-07 08:41:06,13,19025178439,Νοσηλεία
346,10046167641,Οξύ κοιλιακό άλγος,1,2024-11-07 11:11:17,15,28026488250,Νοσηλεία
347,22020214679,Δύσπνοια,5,2024-11-07 14:52:19,14,20050616601,Νοσηλεία
348,18107481250,Ζάλη / Λιποθυμία,3,2024-11-09 08:59:06,9,31057446403,Νοσηλεία
349,26084323690,Ζάλη / Λιποθυμία,2,2024-11-10 01:32:41,8,18068612601,Νοσηλεία
350,02016803814,Ζάλη / Λιποθυμία,3,2024-11-11 08:39:00,13,27018846643,Νοσηλεία
351,18090352790,Υψηλός Πυρετός,2,2024-11-17 03:14:47,3,28087700496,Νοσηλεία
352,18116361055,Οξύ κοιλιακό άλγος,1,2024-11-18 10:41:01,9,10088308059,Νοσηλεία
353,30068151571,Υψηλός Πυρετός,4,2024-11-19 04:25:39,12,03014619314,Αποχώρηση
354,20027184395,Τραύμα από πτώση,4,2024-11-23 20:08:33,12,,Νοσηλεία
355,02127192215,Έντονη Κεφαλαλγία,1,2024-11-23 22:49:57,12,22119620547,Νοσηλεία
356,02127192215,Δύσπνοια,3,2024-11-28 18:33:47,8,31108619515,Νοσηλεία
357,10020164240,Αιμορραγία,3,2024-12-02 16:36:50,8,20050616601,Νοσηλεία
358,20127445848,Σπασμοί,4,2024-12-05 21:15:22,10,24104247444,Νοσηλεία
359,06059082649,Τραύμα από πτώση,3,2024-12-07 00:07:52,14,05089884953,Αποχώρηση
360,09067604347,Τραύμα από πτώση,5,2024-12-10 14:36:15,11,04037844317,Αποχώρηση
361,13126770638,Αιμορραγία,2,2024-12-12 03:20:18,6,13076696064,Νοσηλεία
362,03090099312,Σπασμοί,4,2024-12-13 08:33:20,3,21080066006,Νοσηλεία
363,01066563942,Τραύμα από πτώση,3,2024-12-19 02:30:42,10,23035977126,Νοσηλεία
364,16038065208,Τραύμα από πτώση,1,2024-12-19 16:20:15,14,28055492211,Νοσηλεία
365,07037703321,Πόνος στο στήθος,4,2024-12-19 20:45:03,8,24096114298,Νοσηλεία
366,30065441369,Τραύμα από πτώση,2,2024-12-24 10:18:22,4,21088351440,Νοσηλεία
367,27064113080,Οξύ κοιλιακό άλγος,3,2024-12-29 04:54:02,6,17084510025,Νοσηλεία
368,30060110111,Σπασμοί,2,2025-01-08 12:48:19,12,04037844317,Αποχώρηση
369,25077800538,Πόνος στο στήθος,4,2025-01-10 09:58:59,4,03080887989,Νοσηλεία
370,11105412405,Αιμορραγία,2,2025-01-10 19:59:25,2,18095314451,Νοσηλεία
371,09108380383,Αλλεργικό σοκ,3,2025-01-11 02:12:50,13,18076242086,Αποχώρηση
372,01099900174,Οξύ κοιλιακό άλγος,5,2025-01-12 22:40:27,15,09026562599,Αποχώρηση
373,16080248825,Αλλεργικό σοκ,3,2025-01-14 05:41:13,7,,Νοσηλεία
374,22080260646,Τραύμα από πτώση,5,2025-01-15 04:22:04,10,,Νοσηλεία
375,20027184395,Τραύμα από πτώση,5,2025-01-26 15:15:02,15,13070372071,Νοσηλεία
376,30059991174,Σπασμοί,2,2025-01-27 16:46:19,3,13070372071,Αποχώρηση
377,03089959438,Σπασμοί,4,2025-01-28 06:19:29,4,02045315571,Νοσηλεία
378,04100267628,Αλλεργικό σοκ,2,2025-01-30 20:42:30,3,19117605737,Νοσηλεία
379,31039442179,Έντονη Κεφαλαλγία,3,2025-02-01 08:31:37,3,25114766832,Νοσηλεία
380,06014567627,Αιμορραγία,4,2025-02-02 23:50:21,8,25108236524,Νοσηλεία
381,10046167641,Δύσπνοια,3,2025-02-04 03:36:13,12,21088351440,Νοσηλεία
382,16080879975,Οξύ κοιλιακό άλγος,4,2025-02-07 16:36:14,6,29048725629,Αποχώρηση
383,11074736272,Πόνος στο στήθος,5,2025-02-08 08:35:41,13,23106760849,Νοσηλεία
384,03066870116,Αλλεργικό σοκ,3,2025-02-09 00:10:26,6,22035062029,Αποχώρηση
385,20126311010,Υψηλός Πυρετός,3,2025-02-14 08:17:56,12,24104247444,Αποχώρηση
386,22080260646,Οξύ κοιλιακό άλγος,5,2025-02-16 06:50:23,14,24058021973,Αποχώρηση
387,10026244958,Ζάλη / Λιποθυμία,2,2025-02-17 17:18:47,13,28085673440,Νοσηλεία
388,07064458454,Αιμορραγία,3,2025-02-20 01:54:01,8,01027315996,Νοσηλεία
389,02127422971,Υψηλός Πυρετός,4,2025-02-21 00:49:02,6,,Νοσηλεία
390,10075502624,Ζάλη / Λιποθυμία,1,2025-02-23 06:06:28,15,03087449368,Νοσηλεία
391,15099107507,Αιμορραγία,3,2025-02-23 15:50:47,11,03080887989,Νοσηλεία
392,31039442179,Σπασμοί,4,2025-02-26 20:58:50,13,26105808540,Αποχώρηση
393,22080260646,Δύσπνοια,1,2025-02-27 04:53:47,3,30056253919,Νοσηλεία
394,18116361055,Τραύμα από πτώση,4,2025-02-27 20:19:00,8,14038546502,Νοσηλεία
395,01087920960,Αιμορραγία,5,2025-03-03 05:11:18,1,16099945058,Νοσηλεία
396,18048670487,Οξύ κοιλιακό άλγος,3,2025-03-05 01:25:34,5,06060868993,Νοσηλεία
397,12117536456,Δύσπνοια,3,2025-03-09 08:27:17,9,23076302310,Νοσηλεία
398,20076722924,Τραύμα από πτώση,4,2025-03-10 12:17:45,8,29089535168,Αποχώρηση
399,08100685776,Τραύμα από πτώση,4,2025-03-13 18:50:46,6,21080066006,Αποχώρηση
400,30060110111,Δύσπνοια,2,2025-03-14 08:38:40,6,13070372071,Νοσηλεία
401,18129976622,Αιμορραγία,3,2025-03-14 10:02:04,3,11108472772,Νοσηλεία
402,26046628037,Έντονη Κεφαλαλγία,4,2025-03-16 03:58:58,8,22047993944,Νοσηλεία
403,30059991174,Έντονη Κεφαλαλγία,4,2025-03-18 09:52:00,11,,Νοσηλεία
404,01066563942,Πόνος στο στήθος,3,2025-03-18 19:15:33,6,08039585346,Νοσηλεία
405,04055851549,Αλλεργικό σοκ,3,2025-03-19 01:16:36,6,14024432211,Νοσηλεία
406,23077920071,Πόνος στο στήθος,4,2025-03-20 18:06:52,6,27018846643,Νοσηλεία
407,30060110111,Δύσπνοια,2,2025-03-26 16:51:02,3,27028422314,Νοσηλεία
408,14106844609,Υψηλός Πυρετός,2,2025-03-28 10:24:33,8,27087797722,Νοσηλεία
409,20127445848,Ζάλη / Λιποθυμία,4,2025-03-31 15:22:17,14,30069682579,Νοσηλεία
410,16019423688,Αλλεργικό σοκ,4,2025-04-01 10:01:42,6,17084510025,Νοσηλεία
411,04036081497,Πόνος στο στήθος,4,2025-04-04 07:07:37,10,14055158747,Νοσηλεία
412,24124200242,Σπασμοί,3,2025-04-04 13:42:46,7,03014619314,Αποχώρηση
413,08060402239,Σπασμοί,1,2025-04-04 18:25:41,6,12059650695,Νοσηλεία
414,01099900174,Σπασμοί,5,2025-04-09 09:57:29,6,09087148284,Νοσηλεία
415,25025008486,Οξύ κοιλιακό άλγος,3,2025-04-11 13:02:27,13,25109186486,Νοσηλεία
416,29109729650,Αιμορραγία,4,2025-04-12 01:36:06,3,16099945058,Νοσηλεία
417,01066563942,Αιμορραγία,3,2025-04-12 16:32:26,9,11108472772,Νοσηλεία
418,08116625064,Τραύμα από πτώση,4,2025-04-15 11:51:20,9,19080401685,Νοσηλεία
419,06086348988,Αιμορραγία,5,2025-04-15 13:31:49,12,14038546502,Αποχώρηση
420,16038065208,Έντονη Κεφαλαλγία,2,2025-04-15 16:42:41,11,02024157190,Νοσηλεία
421,07099742268,Πόνος στο στήθος,5,2025-04-15 20:51:34,6,11036301026,Νοσηλεία
422,03090344394,Τραύμα από πτώση,4,2025-04-19 15:47:55,7,17089610796,Νοσηλεία
423,08060402239,Οξύ κοιλιακό άλγος,3,2025-04-20 09:40:41,10,21119250184,Αποχώρηση
424,04067370997,Υψηλός Πυρετός,3,2025-04-21 03:04:30,7,01078093778,Αποχώρηση
425,07037211841,Δύσπνοια,2,2025-04-24 03:08:22,3,25096574054,Νοσηλεία
426,30036670971,Αιμορραγία,3,2025-04-29 03:29:40,10,26118866522,Νοσηλεία
427,28068480583,Δύσπνοια,2,2025-04-29 13:19:20,6,26050897250,Νοσηλεία
428,01066563942,Έντονη Κεφαλαλγία,3,2025-04-30 07:50:35,4,24026275714,Νοσηλεία
429,07037703321,Υψηλός Πυρετός,5,2025-05-05 11:43:39,13,14074225756,Νοσηλεία
430,23047006324,Αιμορραγία,2,2025-05-06 21:09:54,15,28110356536,Νοσηλεία
431,18129976622,Υψηλός Πυρετός,3,2025-05-07 16:22:00,6,16014472825,Νοσηλεία
432,08030366981,Πόνος στο στήθος,3,2025-05-09 10:40:20,15,30088959779,Νοσηλεία
433,04036081497,Υψηλός Πυρετός,4,2025-05-10 06:28:08,9,15116913619,Νοσηλεία
434,03126004893,Υψηλός Πυρετός,4,2025-05-10 09:28:45,8,,Αποχώρηση
435,03089959438,Υψηλός Πυρετός,3,2025-05-11 15:38:57,10,29089535168,Νοσηλεία
436,21117342197,Αιμορραγία,4,2025-05-12 13:50:00,9,03080887989,Νοσηλεία
437,31039442179,Δύσπνοια,3,2025-05-15 11:05:14,15,16014472825,Νοσηλεία
438,13126770638,Αλλεργικό σοκ,3,2025-05-17 20:32:32,15,09026562599,Νοσηλεία
439,22080260646,Τραύμα από πτώση,3,2025-05-17 20:41:21,1,03125045036,Αποχώρηση
440,19049857094,Τραύμα από πτώση,5,2025-05-19 12:19:14,12,08046122018,Νοσηλεία
441,13016967253,Ζάλη / Λιποθυμία,3,2025-05-23 00:11:23,1,20075682599,Νοσηλεία
442,16080879975,Σπασμοί,3,2025-05-27 15:24:23,12,,Νοσηλεία
443,30059991174,Έντονη Κεφαλαλγία,3,2025-05-29 23:18:38,1,28125858451,Νοσηλεία
444,10026244958,Σπασμοί,5,2025-06-04 23:02:39,9,25124524763,Νοσηλεία
445,13115225497,Δύσπνοια,5,2025-06-06 04:49:19,3,19080401685,Νοσηλεία
446,04067370997,Ζάλη / Λιποθυμία,5,2025-06-06 11:02:12,9,03080887989,Νοσηλεία
447,11074736272,Πόνος στο στήθος,5,2025-06-12 07:39:35,14,09074937223,Αποχώρηση
448,09067604347,Οξύ κοιλιακό άλγος,3,2025-06-13 17:42:42,3,20057771483,Νοσηλεία
449,16080248825,Αιμορραγία,5,2025-06-16 09:08:10,2,,Νοσηλεία
450,12107958361,Τραύμα από πτώση,2,2025-06-18 22:25:18,8,06060868993,Νοσηλεία
451,07099742268,Τραύμα από πτώση,1,2025-06-19 06:28:58,10,02045315571,Νοσηλεία
452,16019423688,Υψηλός Πυρετός,4,2025-06-20 20:10:05,9,14024432211,Νοσηλεία
453,30120680260,Οξύ κοιλιακό άλγος,3,2025-06-21 14:35:49,6,24104247444,Νοσηλεία
454,03066870116,Τραύμα από πτώση,2,2025-06-22 12:56:43,15,08039389744,Αποχώρηση
455,30068151571,Τραύμα από πτώση,3,2025-06-23 04:09:58,11,25110455645,Νοσηλεία
456,18107481250,Ζάλη / Λιποθυμία,5,2025-06-23 13:48:40,7,01078093778,Νοσηλεία
457,30065441369,Δύσπνοια,4,2025-06-26 03:17:26,8,18068612601,Νοσηλεία
458,14065239800,Ζάλη / Λιποθυμία,4,2025-06-27 22:47:48,13,27087797722,Νοσηλεία
459,03115884871,Σπασμοί,3,2025-06-28 05:56:17,8,03080887989,Νοσηλεία
460,24124200242,Δύσπνοια,1,2025-06-29 20:18:54,15,25110455645,Νοσηλεία
461,27095254287,Ζάλη / Λιποθυμία,4,2025-06-30 21:20:18,9,24054813176,Νοσηλεία
462,03126004893,Υψηλός Πυρετός,3,2025-07-02 23:31:23,7,28035274397,Νοσηλεία
463,03090099312,Σπασμοί,2,2025-07-03 05:54:43,4,27060840942,Νοσηλεία
464,20027184395,Σπασμοί,5,2025-07-04 09:56:49,4,18040500492,Αποχώρηση
465,07099742268,Αιμορραγία,3,2025-07-05 18:29:46,11,29048725629,Νοσηλεία
466,18048670487,Αλλεργικό σοκ,3,2025-07-11 23:03:55,12,28125858451,Νοσηλεία
467,27095254287,Δύσπνοια,2,2025-07-13 04:01:08,4,07025648436,Νοσηλεία
468,11105412405,Υψηλός Πυρετός,2,2025-07-13 17:08:15,13,18040500492,Νοσηλεία
469,10046167641,Αλλεργικό σοκ,5,2025-07-14 07:01:34,7,24064249347,Νοσηλεία
470,21117342197,Τραύμα από πτώση,5,2025-07-19 12:33:01,2,11050658021,Νοσηλεία
471,18129976622,Αιμορραγία,4,2025-07-21 09:36:12,13,03087449368,Νοσηλεία
472,13126770638,Δύσπνοια,3,2025-07-23 00:06:07,7,07096944665,Αποχώρηση
473,20027184395,Σπασμοί,5,2025-07-23 21:48:32,12,23126536791,Νοσηλεία
474,13079146562,Ζάλη / Λιποθυμία,2,2025-07-26 03:54:03,7,29048725629,Νοσηλεία
475,14075944139,Δύσπνοια,3,2025-07-26 11:01:20,14,18076242086,Νοσηλεία
476,18089036672,Ζάλη / Λιποθυμία,2,2025-07-26 20:03:52,4,24064249347,Αποχώρηση
477,13079146562,Τραύμα από πτώση,5,2025-07-26 22:25:55,7,26026036012,Νοσηλεία
478,02127422971,Δύσπνοια,3,2025-07-28 10:56:40,3,12045364041,Νοσηλεία
479,30120680260,Έντονη Κεφαλαλγία,4,2025-08-02 09:13:09,6,24116938524,Νοσηλεία
480,01099900174,Οξύ κοιλιακό άλγος,4,2025-08-03 16:55:13,7,20057771483,Νοσηλεία
481,28068480583,Οξύ κοιλιακό άλγος,3,2025-08-04 12:47:02,2,26088900975,Αποχώρηση
482,10026244958,Αιμορραγία,3,2025-08-07 06:29:29,9,09066024392,Αποχώρηση
483,07099742268,Πόνος στο στήθος,5,2025-08-07 17:27:00,10,08114196214,Αποχώρηση
484,19090547719,Έντονη Κεφαλαλγία,5,2025-08-08 10:57:24,14,04044756842,Νοσηλεία
485,22080260646,Τραύμα από πτώση,2,2025-08-08 23:31:36,5,19067311901,Νοσηλεία
486,27064113080,Πόνος στο στήθος,4,2025-08-10 18:02:59,8,02060181890,Νοσηλεία
487,16019423688,Σπασμοί,5,2025-08-12 04:51:39,4,,Αποχώρηση
488,25025008486,Αιμορραγία,2,2025-08-13 09:08:58,12,03065174291,Νοσηλεία
489,09086435726,Αλλεργικό σοκ,3,2025-08-14 20:06:01,8,03080887989,Νοσηλεία
490,08097071851,Αλλεργικό σοκ,4,2025-08-15 21:00:48,12,27114223727,Νοσηλεία
491,16080248825,Δύσπνοια,4,2025-08-16 23:38:33,4,27016675051,Αποχώρηση
492,22020214679,Αιμορραγία,3,2025-08-17 17:22:43,10,29048725629,Νοσηλεία
493,24075447230,Υψηλός Πυρετός,3,2025-08-20 05:13:16,9,29058365375,Νοσηλεία
494,09086435726,Οξύ κοιλιακό άλγος,2,2025-08-20 15:03:45,12,13036533562,Νοσηλεία
495,08100685776,Ζάλη / Λιποθυμία,5,2025-08-26 00:30:33,2,20037111704,Αποχώρηση
496,13079146562,Οξύ κοιλιακό άλγος,3,2025-08-31 04:36:26,5,,Νοσηλεία
497,17117429693,Υψηλός Πυρετός,4,2025-08-31 06:31:44,6,08039389744,Νοσηλεία
498,08060402239,Πόνος στο στήθος,4,2025-09-03 08:24:26,7,13070372071,Αποχώρηση
499,22020214679,Δύσπνοια,4,2025-09-07 09:13:48,15,14116282450,Νοσηλεία
500,02016803814,Αλλεργικό σοκ,5,2025-09-09 23:58:36,8,09074937223,Νοσηλεία
501,25025008486,Οξύ κοιλιακό άλγος,3,2025-09-10 02:06:35,5,27088039572,Αποχώρηση
502,30120680260,Δύσπνοια,5,2025-09-11 16:43:49,10,01027315996,Αποχώρηση
503,29109729650,Οξύ κοιλιακό άλγος,4,2025-09-19 03:43:50,2,23028814627,Αποχώρηση
504,21097362760,Οξύ κοιλιακό άλγος,3,2025-09-19 10:18:37,6,14116282450,Νοσηλεία
505,03115884871,Πόνος στο στήθος,5,2025-09-22 10:55:00,7,23126536791,Νοσηλεία
506,01087920960,Τραύμα από πτώση,4,2025-09-24 00:33:21,6,27088459709,Νοσηλεία
507,04036081497,Σπασμοί,5,2025-09-24 12:47:56,11,,Νοσηλεία
508,13079146562,Αιμορραγία,4,2025-09-26 02:28:42,1,08039585346,Νοσηλεία
509,19049857094,Αλλεργικό σοκ,5,2025-09-29 13:08:12,14,18068612601,Νοσηλεία
510,27095254287,Αιμορραγία,3,2025-09-29 16:22:29,11,12045364041,Νοσηλεία
511,16080248825,Υψηλός Πυρετός,3,2025-10-08 22:34:33,8,03014619314,Αποχώρηση
512,09108380383,Ζάλη / Λιποθυμία,5,2025-10-13 15:57:53,11,24116938524,Νοσηλεία
513,13016967253,Ζάλη / Λιποθυμία,4,2025-10-13 19:34:05,9,18095314451,Νοσηλεία
514,01087920960,Ζάλη / Λιποθυμία,5,2025-10-15 16:28:11,9,13036533562,Νοσηλεία
515,09067604347,Αλλεργικό σοκ,1,2025-10-15 17:10:11,15,10127699608,Νοσηλεία
516,06059082649,Υψηλός Πυρετός,4,2025-10-17 18:49:07,11,,Νοσηλεία
517,04100267628,Υψηλός Πυρετός,5,2025-10-20 14:11:42,4,24064249347,Νοσηλεία
518,20126311010,Πόνος στο στήθος,5,2025-10-26 08:28:30,1,22035062029,Νοσηλεία
519,23044911468,Σπασμοί,4,2025-10-31 17:51:38,11,23035977126,Νοσηλεία
520,06014567627,Σπασμοί,5,2025-11-01 18:24:31,13,10049749838,Νοσηλεία
521,10020164240,Σπασμοί,4,2025-11-03 04:11:30,13,07025648436,Νοσηλεία
522,08060402239,Αλλεργικό σοκ,3,2025-11-03 17:26:57,1,,Νοσηλεία
523,11105412405,Υψηλός Πυρετός,4,2025-11-03 22:10:46,1,30069682579,Νοσηλεία
524,03038005759,Τραύμα από πτώση,2,2025-11-06 11:13:26,11,08069088885,Αποχώρηση
525,12107958361,Δύσπνοια,3,2025-11-06 20:32:14,15,28026488250,Νοσηλεία
526,02127422971,Τραύμα από πτώση,1,2025-11-08 17:50:09,9,23028814627,Νοσηλεία
527,03038005759,Πόνος στο στήθος,4,2025-11-10 21:38:57,15,31084192623,Αποχώρηση
528,22080260646,Οξύ κοιλιακό άλγος,4,2025-11-14 10:19:53,15,20049280002,Νοσηλεία
529,03066870116,Σπασμοί,5,2025-11-18 14:59:01,12,20108497934,Αποχώρηση
530,03126004893,Σπασμοί,4,2025-11-19 21:35:44,10,08118061285,Αποχώρηση
531,14024772624,Δύσπνοια,3,2025-11-20 18:02:49,1,20049280002,Νοσηλεία
532,02016803814,Έντονη Κεφαλαλγία,3,2025-11-23 23:21:26,12,23035977126,Νοσηλεία
533,24075447230,Τραύμα από πτώση,4,2025-11-25 16:29:55,7,14038546502,Νοσηλεία
534,20076722924,Τραύμα από πτώση,4,2025-11-29 13:33:45,13,29089535168,Αποχώρηση
535,08097071851,Πόνος στο στήθος,4,2025-11-30 18:54:59,5,22056004139,Νοσηλεία
536,19049857094,Αλλεργικό σοκ,4,2025-12-05 16:09:43,1,24026275714,Νοσηλεία
537,10046167641,Πόνος στο στήθος,4,2025-12-09 21:56:51,10,09087148284,Νοσηλεία
538,29078137155,Αιμορραγία,3,2025-12-10 18:50:45,15,08069088885,Νοσηλεία
539,09107797937,Οξύ κοιλιακό άλγος,2,2025-12-13 22:22:19,1,02017791425,Αποχώρηση
540,07037703321,Δύσπνοια,4,2025-12-14 20:32:01,8,16099945058,Νοσηλεία
541,04055851549,Δύσπνοια,1,2025-12-16 09:21:54,14,19125793215,Νοσηλεία
542,07064458454,Πόνος στο στήθος,5,2025-12-19 18:22:51,10,,Νοσηλεία
543,06086348988,Αλλεργικό σοκ,2,2025-12-21 04:18:58,9,08039389744,Αποχώρηση
544,16038065208,Οξύ κοιλιακό άλγος,3,2025-12-21 04:31:37,9,10127699608,Νοσηλεία
545,18116361055,Πόνος στο στήθος,2,2025-12-22 20:27:31,7,19125793215,Αποχώρηση
546,30060110111,Δύσπνοια,4,2025-12-26 03:22:24,2,04037844317,Νοσηλεία
547,08030366981,Πόνος στο στήθος,4,2025-12-26 12:14:44,1,02045315571,Νοσηλεία
548,23044911468,Δύσπνοια,4,2025-12-30 03:18:31,9,09025524525,Νοσηλεία
549,28068480583,Δύσπνοια,3,2025-12-30 13:04:46,5,24100534776,Νοσηλεία
550,08116625064,Δύσπνοια,4,2026-01-03 13:14:10,12,01079786083,Αποχώρηση
551,03126004893,Δύσπνοια,2,2026-01-08 06:50:03,1,27060840942,Νοσηλεία
552,30036670971,Δύσπνοια,4,2026-01-18 20:53:13,8,14024432211,Νοσηλεία
553,03090344394,Πόνος στο στήθος,2,2026-01-18 21:21:04,14,01078093778,Νοσηλεία
