ΑΜΚΑ Ασθενούς,ID κλίνης,ID τμήματος,Ημερομηνία Εισαγωγής,Ημερομηνία Εξόδου,Διάγνωση εισαγωγής,Διάγνωση εξόδου,ΑΜΚΑ Ιατρού,ID νοσηλείας
18072138837,247,9,14/12/2025,25/12/2025,R35.8,R35.8,10069055761,HOSP0322
13099578085,171,11,23/10/2025,11/11/2025,I50.813,I50.813,13049461046,HOSP0323
07089337834,190,2,12/02/2025,25/02/2025,J44.1,J44.9,03029319675,HOSP0324
04023727822,133,7,27/10/2025,,R07.9,,09038058762,HOSP0325
04114994138,172,9,11/04/2025,30/04/2025,A00.0,A00.9,22058711355,HOSP0326
08037862959,244,2,30/12/2025,05/01/2026,E11.11,E11.9,09069835210,HOSP0327
13029719554,127,5,10/06/2025,29/06/2025,E10.10,E10.9,08067254671,HOSP0328
21129901416,117,10,06/11/2025,,K35.81,,11097590670,HOSP0329
09043988652,152,10,11/01/2025,,J11.1,,08029135276,HOSP0330
22015851773,205,11,05/04/2025,11/04/2025,I63.3,Z13.8,06027627694,HOSP0331
01103726459,168,7,19/10/2025,28/10/2025,E11.31,E11.31,10029231282,HOSP0332
26015578828,110,8,23/12/2025,27/12/2025,K20.1,K20.0,14068147892,HOSP0333
02059144498,104,8,08/08/2025,,K80.0,,01097368772,HOSP0334
01076851556,156,14,24/02/2025,10/03/2025,E10.4,E10.4,25088361954,HOSP0335
22111100001,107,7,25/04/2025,13/05/2025,J47.0,J47.9,13049461046,HOSP0336
09096723413,243,13,26/03/2025,08/04/2025,A01.03,A01.09,22079147319,HOSP0337
17056545194,230,2,18/05/2025,,Z13.7,,03029319675,HOSP0338
14084262266,149,4,03/09/2025,,K20.1,,15017712540,HOSP0339
20121565307,214,5,08/04/2025,14/04/2025,C13.8,E11.9,09017311612,HOSP0340
03016018913,178,10,24/04/2025,07/05/2025,R20.1,R20.1,15058853856,HOSP0341
11086456641,158,13,09/05/2025,21/05/2025,E10.11,E10.9,27017221497,HOSP0342
14129469038,168,6,22/10/2025,26/10/2025,C16.2,C16.2,25038366323,HOSP0343
08037862959,180,9,08/10/2025,24/10/2025,E11.31,E11.31,22058711355,HOSP0344
03069495682,244,11,28/01/2025,10/02/2025,C16.1,C16.1,13019612551,HOSP0345
08037862959,179,11,02/05/2025,16/05/2025,I50.82,A23.1,25088361954,HOSP0346
30100856585,217,1,09/12/2025,24/12/2025,C00.5,K50.1,13028919776,HOSP0347
25057900305,106,7,01/12/2025,,C16.1,,09069835210,HOSP0348
17089485666,116,9,12/04/2025,26/04/2025,J47.0,J47.9,13049461046,HOSP0349
08121003803,242,8,01/04/2025,17/04/2025,C13.1,C13.1,19119473421,HOSP0350
14101881315,119,14,17/05/2025,26/05/2025,A04.0,A04.0,22079147319,HOSP0351
10096714516,125,11,16/05/2025,,K29.1,,03029319675,HOSP0352
24073893537,167,10,21/04/2025,,E78.2,,15097351018,HOSP0353
20087900762,139,15,09/12/2025,19/12/2025,Z04.3,Z12.2,19119473421,HOSP0354
29031814434,120,7,12/04/2025,18/04/2025,J44.1,J44.9,03029319675,HOSP0355
06038128176,218,1,20/03/2025,30/03/2025,R29.2,E10.2,07077151892,HOSP0356
21129901416,154,14,12/03/2025,19/03/2025,R25.9,R25.9,15087849249,HOSP0357
10097428483,245,7,12/09/2025,14/09/2025,A22.2,A22.2,27017221497,HOSP0358
02095990711,236,7,08/07/2025,09/07/2025,J47.0,J47.9,10069055761,HOSP0359
26081628588,226,4,09/04/2025,28/04/2025,A00.1,A00.9,14029425785,HOSP0360
12076969264,164,13,27/05/2025,16/06/2025,M05.9,M05.9,15049536264,HOSP0361
27037329919,162,4,28/03/2025,10/04/2025,E11.2,E11.2,21108836044,HOSP0362
18108514770,111,2,28/05/2025,,J12.1,,14068657547,HOSP0363
03067014579,175,12,02/07/2025,08/07/2025,E10.10,E10.9,21108044617,HOSP0364
09078026660,130,7,14/01/2025,25/01/2025,E66.01,E66.01,19119473421,HOSP0365
04023727822,215,4,20/12/2025,31/12/2025,A01.03,A01.09,10069055761,HOSP0366
21076611864,231,4,21/04/2025,,A00.1,,23089628691,HOSP0367
13099578085,249,1,27/03/2025,31/03/2025,J44.1,J44.9,21108044617,HOSP0368
17095898933,208,7,22/12/2025,23/12/2025,R33.9,R33.9,18129709560,HOSP0369
10100544930,176,6,24/01/2025,29/01/2025,J15.5,J15.5,13019612551,HOSP0370
23014014218,197,8,18/09/2025,27/09/2025,J06.0,J06.0,19117791727,HOSP0371
23014014218,197,13,21/10/2025,23/10/2025,C16.9,C16.9,23098441244,HOSP0372
08103612090,245,2,15/07/2025,20/07/2025,E10.2,J13.9,27088489716,HOSP0373
20031968375,132,14,27/01/2025,14/02/2025,R20.8,R20.8,07047704008,HOSP0374
29049814155,195,7,12/01/2025,13/01/2025,A01.04,A01.09,15097351018,HOSP0375
09043988652,218,7,30/07/2025,,C12.9,,14068454455,HOSP0376
04023727822,220,15,01/10/2025,18/10/2025,K29.1,K29.3,04128449668,HOSP0377
29031814434,176,12,07/02/2025,13/02/2025,K29.0,K29.2,13049461046,HOSP0378
09078026660,117,15,17/11/2025,,J20.4,,17087396426,HOSP0379
26080559272,177,6,12/04/2025,27/04/2025,J01.1,J01.1,10119572869,HOSP0380
16015808119,233,9,20/06/2025,05/07/2025,R26.0,R26.0,07088253449,HOSP0381
09035158495,249,14,22/10/2025,03/11/2025,E10.11,E10.9,13028919776,HOSP0382
25125695249,101,11,29/07/2025,,C15.1,,23109328387,HOSP0383
12106385079,209,6,28/09/2025,03/10/2025,Z04.3,Z04.3,02017515937,HOSP0384
31129728592,122,14,31/03/2025,,K20.9,,08067254671,HOSP0385
16049499213,226,10,02/12/2025,17/12/2025,E10.10,E10.9,15049536264,HOSP0386
10105014292,167,12,31/05/2025,18/06/2025,R33.0,R35.0,15058853856,HOSP0387
07064352297,193,11,02/06/2025,05/06/2025,K35.81,K35.80,09017311612,HOSP0388
20031968375,128,5,07/08/2025,,J16.0,,26077911825,HOSP0389
26080559272,156,3,27/03/2025,28/03/2025,K70.4,K70.9,11097590670,HOSP0390
30100856585,101,15,20/02/2025,,E78.0,,24047666754,HOSP0391
23014014218,116,12,21/07/2025,25/07/2025,A18.0,R31.1,07077151892,HOSP0392
16017011366,189,6,14/09/2025,,R10.4,,13019612551,HOSP0393
17056545194,137,15,29/09/2025,08/10/2025,R10.4,K57.9,20089756223,HOSP0394
29120446388,221,13,22/05/2025,,K80.0,,15117172269,HOSP0395
22019927926,127,5,13/10/2025,22/10/2025,I25.110,I25.110,13049461046,HOSP0396
13029719554,180,2,13/12/2025,20/12/2025,E11.01,E11.9,18129709560,HOSP0397
14084262266,228,2,31/12/2025,05/01/2026,A06.5,A06.5,10069055761,HOSP0398
09035158495,191,6,04/02/2025,23/02/2025,E10.10,E10.9,23089628691,HOSP0399
14079135579,150,1,22/02/2025,,R33.0,,10069055761,HOSP0400
09089350295,114,11,29/12/2025,,R15.1,,01017994063,HOSP0401
17093756100,163,13,27/12/2025,06/01/2026,A20.0,I50.812,08029135276,HOSP0402
31037599560,111,11,26/02/2025,,K80.0,,23089628691,HOSP0403
23056411777,227,3,17/02/2025,25/02/2025,R07.9,I25.10,19119473421,HOSP0404
13099578085,198,3,06/05/2025,12/05/2025,C34.82,K59.4,25038366323,HOSP0405
05081513360,103,15,19/07/2025,25/07/2025,A20.0,A20.0,15017712540,HOSP0406
26081628588,221,11,19/03/2025,04/04/2025,J20.0,Z20.9,26077911825,HOSP0407
24055611139,206,11,31/12/2025,17/01/2026,E11.01,E11.9,14068460317,HOSP0408
19031386384,155,1,02/05/2025,17/05/2025,E11.11,E11.9,11089156345,HOSP0409
17070904606,193,9,26/03/2025,28/03/2025,A01.04,A01.09,15117172269,HOSP0410
04095936992,182,1,11/06/2025,12/06/2025,R07.9,I25.10,28017947129,HOSP0411
20121841079,157,10,13/02/2025,26/02/2025,J44.0,J44.9,13019612551,HOSP0412
12060508475,162,10,24/03/2025,05/04/2025,A01.04,A01.09,15087849249,HOSP0413
10105014292,110,4,03/06/2025,23/06/2025,J47.0,J47.9,20129473958,HOSP0414
01103726459,230,11,09/01/2025,24/01/2025,Z13.0,Z13.0,14068460317,HOSP0415
30100856585,145,1,18/03/2025,06/04/2025,K29.1,K29.3,23109328387,HOSP0416
14084262266,121,7,03/12/2025,13/12/2025,K80.6,K80.6,15117172269,HOSP0417
09035158495,150,6,02/01/2025,14/01/2025,J20.1,J20.1,14068147892,HOSP0418
18094719972,166,2,20/03/2025,24/03/2025,C50.0,C50.0,01097368772,HOSP0419
05098142338,103,7,13/05/2025,26/05/2025,R10.0,K29.3,15058853856,HOSP0420
18128066830,157,5,27/02/2025,28/02/2025,E10.10,E10.9,23089628691,HOSP0421
06030546076,157,12,23/08/2025,06/09/2025,E11.31,E11.31,09069835210,HOSP0422
28107125655,134,14,15/02/2025,26/02/2025,A01.04,A01.09,04038814069,HOSP0423
03102034426,200,11,25/03/2025,03/04/2025,A00.1,A00.9,15058853856,HOSP0424
03102034426,171,10,18/03/2025,29/03/2025,A06.3,K57.8,15079633488,HOSP0425
08121003803,236,9,10/06/2025,20/06/2025,K70.4,K70.9,14068657547,HOSP0426
19094991999,246,12,25/04/2025,29/04/2025,A15.6,A15.6,19017616694,HOSP0427
01015205924,230,12,24/02/2025,09/03/2025,I50.3,I50.3,13049461046,HOSP0428
21094260806,185,1,10/02/2025,25/02/2025,Z04.5,Z04.5,10067512301,HOSP0429
03102034426,131,14,26/08/2025,,A02.1,,26077911825,HOSP0430
21118672045,179,11,11/11/2025,15/11/2025,J44.0,J44.9,08067254671,HOSP0431
05048423564,139,11,03/08/2025,20/08/2025,K41.4,K41.4,15079633488,HOSP0432
25125695249,170,12,03/10/2025,20/10/2025,K76.3,K76.3,09038058762,HOSP0433
13099578085,120,8,16/03/2025,30/03/2025,E66.3,E66.3,19027042703,HOSP0434
01076851556,165,5,29/10/2025,16/11/2025,C25.9,C25.9,13019612551,HOSP0435
18059654594,224,4,14/04/2025,27/04/2025,R40.23,E10.5,23089628691,HOSP0436
27020694444,106,7,14/07/2025,25/07/2025,J47.0,J47.9,27118867913,HOSP0437
29050750895,213,14,12/09/2025,21/09/2025,C34.2,C34.2,07077151892,HOSP0438
22019927926,209,12,11/06/2025,14/06/2025,I50.3,I50.3,19017616694,HOSP0439
17089485666,219,10,31/08/2025,02/09/2025,K31.5,K31.5,15087849249,HOSP0440
24025720735,103,6,16/04/2025,19/04/2025,Z02.8,Z02.8,15049536264,HOSP0441
19031386384,171,7,08/03/2025,,A01.04,,03029319675,HOSP0442
08037862959,144,2,29/11/2025,16/12/2025,K70.4,K70.9,02017515937,HOSP0443
26080559272,195,3,27/11/2025,06/12/2025,R33.0,R35.0,19017616694,HOSP0444
27126462553,150,13,16/09/2025,,K20.1,,20129473958,HOSP0445
20121565307,161,13,09/01/2025,26/01/2025,R07.9,I25.10,09069835210,HOSP0446
15029202476,203,9,25/12/2025,04/01/2026,C16.9,C16.9,27118867913,HOSP0447
12076969264,212,3,29/08/2025,11/09/2025,E11.21,A03.2,21108836044,HOSP0448
29092191625,198,5,21/01/2025,27/01/2025,A00.1,A00.9,15058853856,HOSP0449
04095936992,113,5,17/05/2025,23/05/2025,A00.1,A00.9,15128896549,HOSP0450
29049814155,213,5,30/08/2025,31/08/2025,K20.1,K20.0,14068460317,HOSP0451
09096723413,219,2,12/03/2025,,A16.3,,10067512301,HOSP0452
17089485666,235,2,01/02/2025,08/02/2025,Z09.2,Z04.5,20107782446,HOSP0453
29098796122,178,3,02/05/2025,04/05/2025,C06.89,C06.89,25038366323,HOSP0454
16082215443,168,15,14/12/2025,31/12/2025,C10.2,K80.0,02079509018,HOSP0455
09089350295,213,11,05/09/2025,,K31.7,,10069055761,HOSP0456
29050750895,222,8,02/01/2025,18/01/2025,J20.6,J20.6,18069689187,HOSP0457
07035046608,167,5,15/03/2025,29/03/2025,E10.11,E10.9,20107782446,HOSP0458
17089485666,189,8,21/07/2025,,K21.9,,19068499945,HOSP0459
18094719972,236,14,27/09/2025,03/10/2025,J44.1,J44.9,10127299727,HOSP0460
06035345001,132,3,21/01/2025,09/02/2025,J20.7,J20.7,11128142535,HOSP0461
22015851773,159,4,19/07/2025,,E10.61,,14068657547,HOSP0462
29066470049,199,14,21/03/2025,,E10.36,,07088253449,HOSP0463
02059144498,217,9,03/03/2025,09/03/2025,K20.1,K20.0,24047666754,HOSP0464
01076851556,125,8,25/06/2025,,A02.1,,20089756223,HOSP0465
17056545194,202,11,28/11/2025,15/12/2025,R06.0,J45.9,13019612551,HOSP0466
17093756100,164,11,04/11/2025,13/11/2025,K35.81,K35.80,01017994063,HOSP0467
30065289266,187,14,14/06/2025,,E11.01,,01017994063,HOSP0468
24085105195,197,10,29/08/2025,18/09/2025,J11.1,J11.1,09038058762,HOSP0469
12124346419,102,9,08/12/2025,11/12/2025,J18.2,E10.33,19068499945,HOSP0470
06038128176,242,14,07/06/2025,12/06/2025,J11.0,J11.0,22058711355,HOSP0471
16049499213,198,15,03/03/2025,,I50.813,,19027042703,HOSP0472
10096714516,162,15,13/09/2025,22/09/2025,J44.0,J44.9,13028919776,HOSP0473
22111100001,220,9,27/05/2025,08/06/2025,A21.3,R06.1,15087849249,HOSP0474
29049814155,144,8,15/07/2025,26/07/2025,C34.3,C34.3,23089628691,HOSP0475
08121003803,241,10,11/10/2025,20/10/2025,A18.83,A18.83,04128449668,HOSP0476
16027171867,230,6,28/11/2025,18/12/2025,A00.1,A00.9,15079633488,HOSP0477
08037862959,212,14,26/05/2025,04/06/2025,J44.1,J44.9,01017994063,HOSP0478
09096723413,140,13,30/09/2025,07/10/2025,J16.0,E11.31,27068211641,HOSP0479
14015634691,237,4,09/09/2025,24/09/2025,Z01.3,K41.0,16049003305,HOSP0480
22111100001,168,10,30/07/2025,13/08/2025,C50.5,C50.5,07077151892,HOSP0481
29109192237,169,2,19/07/2025,04/08/2025,J44.1,J44.9,07088253449,HOSP0482
17056545194,166,6,26/04/2025,03/05/2025,C34.82,C34.82,08029135276,HOSP0483
24025720735,108,8,28/12/2025,29/12/2025,A01.04,A01.09,18129709560,HOSP0484
16014450835,211,11,28/09/2025,29/09/2025,Z09.2,Z09.2,18129709560,HOSP0485
13078790040,246,11,30/07/2025,,E11.01,,23109328387,HOSP0486
12011879017,208,7,08/03/2025,11/03/2025,Z12.9,Z12.9,27118867913,HOSP0487
29098796122,193,2,08/01/2025,11/01/2025,E11.7,E11.7,02079509018,HOSP0488
29092191625,217,13,05/12/2025,18/12/2025,R33.0,R35.0,09038058762,HOSP0489
14084262266,221,4,10/12/2025,23/12/2025,K35.81,K35.80,10029231282,HOSP0490
02084522172,161,12,05/06/2025,15/06/2025,E10.10,E10.9,18069689187,HOSP0491
29055353953,228,10,10/01/2025,,A16.5,,15049536264,HOSP0492
06035345001,112,12,14/02/2025,24/02/2025,C03.0,C03.0,13049461046,HOSP0493
22015851773,142,6,13/06/2025,26/06/2025,K70.4,K70.9,18129709560,HOSP0494
12060508475,151,9,24/01/2025,,E66.9,,01078709081,HOSP0495
09096723413,202,11,05/02/2025,23/02/2025,E11.11,E11.9,19119473421,HOSP0496
08103612090,180,9,23/06/2025,26/06/2025,J44.0,J44.9,08029135276,HOSP0497
19095683932,200,15,21/10/2025,29/10/2025,A00.1,A00.9,07028516218,HOSP0498
06045568165,127,13,21/06/2025,01/07/2025,A01.04,A01.09,01097368772,HOSP0499
29120446388,191,14,21/12/2025,29/12/2025,E10.11,E10.9,15079633488,HOSP0500
